2023-05-15 20:03:09,595 INFO  Logger.cs: 70 - 
2023-05-15 20:09:58,452 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link-1
2023-05-15 20:09:58,452 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from left_link-1
2023-05-15 20:09:58,452 INFO  ExportHelperExtension.cs: 1136 - Found 29 in left_link-1
2023-05-15 20:09:58,452 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in left_link-1
2023-05-15 20:09:58,452 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from right_link-1
2023-05-15 20:09:58,452 INFO  ExportHelperExtension.cs: 1136 - Found 29 in right_link-1
2023-05-15 20:09:58,452 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in right_link-1
2023-05-15 20:09:58,933 INFO  SwAddin.cs: 339 - Loading config tree
2023-05-15 20:09:58,938 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-05-15 20:09:58,938 INFO  SwAddin.cs: 344 - Showing property manager
2023-05-15 20:10:02,471 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:10:02,611 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:10:03,536 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:10:03,664 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:10:12,315 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:10:12,710 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:10:14,991 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:10:36,766 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:10:59,311 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:11:23,670 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-05-15 20:11:25,787 INFO  ExportHelperExtension.cs: 347 - Creating joint right_Link
2023-05-15 20:11:25,787 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2023-05-15 20:11:25,787 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-05-15 20:11:25,787 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-05-15 20:11:25,912 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-05-15 20:11:25,912 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-05-15 20:11:25,927 INFO  : 0 - L1: 1, System.Double[]
2023-05-15 20:11:25,927 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-05-15 20:11:27,577 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child right_Link failed
2023-05-15 20:11:27,624 INFO  ExportHelperExtension.cs: 347 - Creating joint left_Link
2023-05-15 20:11:27,624 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2023-05-15 20:11:27,624 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-05-15 20:11:27,624 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-05-15 20:11:27,743 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-05-15 20:11:27,743 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-05-15 20:11:27,743 INFO  ExportHelperExtension.cs: 845 - L1: 1, System.Double[]
2023-05-15 20:11:27,743 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-05-15 20:11:29,117 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child left_Link failed
2023-05-15 20:11:29,304 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from schunk_25nnb
2023-05-15 20:11:29,310 INFO  ExportHelperExtension.cs: 1136 - Found 36 in schunk_25nnb
2023-05-15 20:11:29,310 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in schunk_25nnb
2023-05-15 20:11:29,310 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-15 20:11:29,310 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1136 - Found 28 in base_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from left_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1136 - Found 29 in left_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in left_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from right_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1136 - Found 29 in right_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in right_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from schunk_25nnb
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1136 - Found 36 in schunk_25nnb
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in schunk_25nnb
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1136 - Found 28 in base_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from left_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1136 - Found 29 in left_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in left_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from right_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1136 - Found 29 in right_link-1
2023-05-15 20:11:29,325 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in right_link-1
2023-05-15 20:11:29,387 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-05-15 20:14:19,483 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2023-05-15 20:14:19,483 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
